x,y,z
-206.07,111.842,190.291
-206.1,111.905,190.289
-206.13,111.967,190.287
-206.16,112.03,190.285
-206.189,112.092,190.283
-206.219,112.155,190.281
-206.248,112.217,190.279
-206.277,112.28,190.277
-206.306,112.343,190.275
-206.335,112.406,190.273
-206.364,112.468,190.271
-206.393,112.531,190.269
-206.421,112.594,190.267
-206.449,112.657,190.265
-206.478,112.72,190.263
-206.506,112.783,190.26
-206.534,112.846,190.258
-206.562,112.909,190.256
-206.589,112.972,190.254
-206.617,113.035,190.252
-206.645,113.099,190.25
-206.672,113.162,190.248
-206.699,113.225,190.246
-206.726,113.288,190.244
-206.753,113.352,190.242
-206.78,113.415,190.24
-206.807,113.478,190.238
-206.833,113.542,190.236
-206.86,113.605,190.234
-206.886,113.669,190.232
-206.912,113.732,190.23
-206.938,113.796,190.228
-206.964,113.86,190.226
-206.99,113.923,190.224
-207.015,113.987,190.222
-207.041,114.051,190.22
-207.066,114.114,190.218
-207.091,114.178,190.216
-207.117,114.242,190.214
-207.141,114.306,190.212
-207.166,114.369,190.21
-207.191,114.433,190.208
-207.216,114.497,190.206
-207.24,114.561,190.204
-207.265,114.625,190.201
-207.289,114.689,190.199
-207.313,114.753,190.197
-207.337,114.817,190.195
-207.361,114.881,190.193
-207.385,114.945,190.191
-207.408,115.009,190.189
-207.432,115.074,190.187
-207.455,115.138,190.185
-207.478,115.202,190.183
-207.501,115.266,190.181
-207.524,115.33,190.179
-207.547,115.395,190.177
-207.57,115.459,190.174
-207.592,115.523,190.172
-207.615,115.588,190.17
-207.637,115.652,190.168
-207.659,115.716,190.166
-207.681,115.781,190.164
-207.703,115.845,190.162
-207.725,115.91,190.16
-207.747,115.974,190.158
-207.768,116.039,190.156
-207.79,116.103,190.154
-207.811,116.168,190.151
-207.832,116.233,190.149
-207.853,116.297,190.147
-207.874,116.362,190.145
-207.895,116.426,190.143
-207.916,116.491,190.141
-207.936,116.556,190.139
-207.957,116.621,190.137
-207.977,116.685,190.135
-207.997,116.75,190.132
-208.017,116.815,190.13
-208.037,116.88,190.128
-208.057,116.945,190.126
-208.076,117.01,190.124
-208.096,117.074,190.122
-208.115,117.139,190.12
-208.135,117.204,190.118
-208.154,117.269,190.116
-208.173,117.334,190.113
-208.192,117.399,190.111
-208.21,117.464,190.109
-208.229,117.529,190.107
-208.248,117.594,190.105
-208.266,117.659,190.103
-208.284,117.724,190.1
-208.302,117.79,190.098
-208.321,117.855,190.096
-208.339,117.92,190.094
-208.356,117.985,190.092
-208.374,118.05,190.089
-208.392,118.115,190.087
-208.409,118.181,190.085
-208.426,118.246,190.083
-208.443,118.311,190.081
-208.46,118.376,190.078
-208.477,118.442,190.076
-208.494,118.507,190.074
-208.511,118.572,190.072
-208.527,118.638,190.07
-208.544,118.703,190.067
-208.56,118.769,190.065
-208.576,118.834,190.063
-208.592,118.899,190.061
-208.608,118.965,190.059
-208.624,119.03,190.056
-208.639,119.096,190.054
-208.655,119.161,190.052
-208.67,119.227,190.05
-208.686,119.292,190.047
-208.701,119.358,190.045
-208.716,119.423,190.043
-208.731,119.489,190.041
-208.746,119.554,190.039
-208.76,119.62,190.036
-208.775,119.686,190.034
-208.789,119.751,190.032
-208.803,119.817,190.03
-208.817,119.883,190.027
-208.831,119.948,190.025
-208.845,120.014,190.023
-208.859,120.08,190.021
-208.873,120.145,190.019
-208.886,120.211,190.016
-208.899,120.277,190.014
-208.913,120.343,190.012
-208.926,120.408,190.01
-208.939,120.474,190.007
-208.952,120.54,190.005
-208.965,120.606,190.003
-208.977,120.672,190.0
-208.99,120.738,189.998
-209.002,120.803,189.996
-209.015,120.869,189.993
-209.027,120.935,189.991
-209.039,121.001,189.989
-209.051,121.067,189.987
-209.062,121.133,189.984
-209.074,121.199,189.982
-209.085,121.265,189.98
-209.097,121.331,189.978
-209.108,121.397,189.976
-209.119,121.463,189.973
-209.13,121.529,189.971
-209.14,121.596,189.969
-209.151,121.662,189.967
-209.162,121.728,189.965
-209.172,121.794,189.962
-209.182,121.86,189.96
-209.192,121.926,189.958
-209.202,121.992,189.956
-209.212,122.059,189.954
-209.222,122.125,189.952
-209.231,122.191,189.95
-209.241,122.257,189.948
-209.25,122.324,189.946
-209.259,122.39,189.943
-209.268,122.456,189.941
-209.277,122.522,189.939
-209.286,122.589,189.937
-209.295,122.655,189.935
-209.303,122.721,189.933
-209.312,122.788,189.931
-209.32,122.854,189.929
-209.328,122.92,189.927
-209.336,122.987,189.925
-209.344,123.053,189.923
-209.352,123.119,189.921
-209.359,123.186,189.919
-209.367,123.252,189.917
-209.374,123.318,189.915
-209.382,123.385,189.913
-209.389,123.451,189.911
-209.396,123.518,189.909
-209.403,123.584,189.907
-209.41,123.651,189.905
-209.416,123.717,189.902
-209.423,123.784,189.9
-209.43,123.85,189.898
-209.436,123.917,189.896
-209.442,123.983,189.894
-209.448,124.05,189.892
-209.454,124.116,189.89
-209.46,124.183,189.888
-209.466,124.25,189.885
-209.472,124.316,189.883
-209.477,124.383,189.881
-209.483,124.45,189.879
-209.488,124.516,189.877
-209.493,124.583,189.875
-209.498,124.649,189.873
-209.503,124.716,189.871
-209.508,124.783,189.868
-209.512,124.85,189.866
-209.517,124.916,189.864
-209.521,124.983,189.863
-209.525,125.05,189.861
-209.529,125.116,189.859
-209.533,125.183,189.857
-209.537,125.25,189.855
-209.541,125.317,189.853
-209.544,125.383,189.851
-209.548,125.45,189.849
-209.551,125.517,189.847
-209.555,125.584,189.845
-209.558,125.651,189.843
-209.561,125.717,189.841
-209.564,125.784,189.839
-209.567,125.851,189.837
-209.569,125.918,189.835
-209.572,125.985,189.833
-209.574,126.052,189.831
-209.577,126.118,189.829
-209.579,126.185,189.826
-209.581,126.252,189.824
-209.583,126.319,189.822
-209.585,126.385,189.82
-209.587,126.452,189.818
-209.589,126.519,189.816
-209.591,126.586,189.814
-209.592,126.652,189.812
-209.594,126.719,189.809
-209.595,126.786,189.807
-209.596,126.853,189.805
-209.597,126.92,189.803
-209.598,126.987,189.801
-209.599,127.053,189.799
-209.599,127.12,189.797
-209.6,127.187,189.794
-209.6,127.254,189.792
-209.6,127.321,189.79
-209.6,127.388,189.788
-209.6,127.455,189.786
-209.6,127.521,189.784
-209.6,127.588,189.782
-209.599,127.655,189.78
-209.599,127.722,189.778
-209.598,127.789,189.776
-209.598,127.855,189.774
-209.597,127.922,189.772
-209.596,127.989,189.769
-209.595,128.056,189.767
-209.594,128.122,189.765
-209.592,128.189,189.763
-209.591,128.256,189.761
-209.589,128.323,189.759
-209.587,128.39,189.757
-209.585,128.456,189.755
-209.583,128.523,189.753
-209.581,128.59,189.751
-209.579,128.657,189.749
-209.577,128.724,189.747
-209.574,128.791,189.745
-209.571,128.857,189.743
-209.568,128.924,189.741
-209.565,128.991,189.739
-209.562,129.058,189.737
-209.559,129.125,189.735
-209.556,129.192,189.733
-209.552,129.258,189.731
-209.549,129.325,189.729
-209.545,129.392,189.727
-209.541,129.459,189.725
-209.537,129.526,189.723
-209.533,129.593,189.721
-209.529,129.659,189.719
-209.525,129.726,189.717
-209.52,129.793,189.715
-209.515,129.86,189.713
-209.511,129.927,189.711
-209.506,129.993,189.71
-209.501,130.06,189.708
-209.496,130.127,189.706
-209.491,130.194,189.704
-209.485,130.261,189.702
-209.48,130.328,189.7
-209.474,130.394,189.698
-209.469,130.461,189.696
-209.463,130.528,189.694
-209.457,130.595,189.692
-209.451,130.662,189.69
-209.445,130.729,189.688
-209.439,130.796,189.686
-209.432,130.862,189.684
-209.426,130.929,189.682
-209.419,130.996,189.68
-209.412,131.063,189.678
-209.405,131.13,189.676
-209.398,131.197,189.674
-209.391,131.263,189.672
-209.384,131.33,189.67
-209.376,131.397,189.668
-209.369,131.464,189.667
-209.361,131.531,189.665
-209.353,131.597,189.663
-209.345,131.664,189.661
-209.337,131.731,189.659
-209.329,131.798,189.657
-209.321,131.865,189.655
-209.312,131.931,189.653
-209.304,131.998,189.651
-209.295,132.065,189.649
-209.287,132.132,189.648
-209.278,132.199,189.646
-209.269,132.265,189.644
-209.26,132.332,189.642
-209.251,132.399,189.64
-209.241,132.466,189.638
-209.232,132.532,189.636
-209.222,132.599,189.634
-209.213,132.666,189.632
-209.203,132.732,189.63
-209.193,132.799,189.628
-209.183,132.866,189.626
-209.173,132.933,189.624
-209.163,132.999,189.622
-209.153,133.066,189.62
-209.143,133.133,189.618
-209.132,133.199,189.616
-209.122,133.266,189.614
-209.111,133.333,189.612
-209.1,133.399,189.609
-209.089,133.466,189.607
-209.078,133.533,189.605
-209.067,133.599,189.603
-209.055,133.666,189.601
-209.044,133.733,189.599
-209.032,133.799,189.597
-209.021,133.866,189.595
-209.009,133.933,189.593
-208.997,133.999,189.591
-208.985,134.066,189.589
-208.972,134.133,189.587
-208.96,134.199,189.585
-208.948,134.266,189.583
-208.935,134.332,189.581
-208.922,134.399,189.579
-208.91,134.465,189.577
-208.897,134.532,189.575
-208.884,134.599,189.573
-208.87,134.665,189.571
-208.857,134.732,189.569
-208.844,134.798,189.567
-208.83,134.865,189.565
-208.817,134.931,189.563
-208.803,134.998,189.561
-208.789,135.064,189.559
-208.775,135.131,189.557
-208.761,135.197,189.555
-208.747,135.264,189.553
-208.733,135.33,189.551
-208.718,135.396,189.549
-208.704,135.463,189.547
-208.689,135.529,189.545
-208.675,135.596,189.543
-208.66,135.662,189.541
-208.645,135.729,189.539
-208.63,135.795,189.537
-208.615,135.861,189.535
-208.6,135.928,189.533
-208.584,135.994,189.53
-208.569,136.061,189.528
-208.553,136.127,189.526
-208.537,136.193,189.524
-208.521,136.26,189.522
-208.505,136.326,189.52
-208.489,136.392,189.518
-208.473,136.458,189.516
-208.457,136.525,189.514
-208.44,136.591,189.512
-208.424,136.657,189.51
-208.407,136.723,189.508
-208.39,136.789,189.506
-208.373,136.855,189.504
-208.356,136.921,189.502
-208.339,136.988,189.5
-208.322,137.054,189.498
-208.304,137.12,189.496
-208.287,137.186,189.494
-208.269,137.252,189.492
-208.251,137.318,189.49
-208.233,137.383,189.488
-208.215,137.449,189.486
-208.197,137.515,189.484
-208.179,137.581,189.482
-208.161,137.647,189.48
-208.142,137.713,189.478
-208.124,137.779,189.476
-208.105,137.844,189.473
-208.087,137.91,189.471
-208.068,137.976,189.469
-208.049,138.042,189.467
-208.03,138.107,189.465
-208.011,138.173,189.463
-207.991,138.239,189.461
-207.972,138.304,189.459
-207.953,138.37,189.457
-207.933,138.435,189.454
-207.913,138.501,189.452
-207.893,138.566,189.45
-207.873,138.632,189.448
-207.853,138.697,189.446
-207.833,138.763,189.444
-207.813,138.828,189.441
-207.792,138.894,189.439
-207.771,138.959,189.437
-207.751,139.025,189.435
-207.73,139.09,189.433
-207.709,139.155,189.431
-207.688,139.221,189.429
-207.666,139.286,189.427
-207.645,139.351,189.425
-207.624,139.416,189.423
-207.602,139.482,189.421
-207.58,139.547,189.419
-207.558,139.612,189.417
-207.536,139.677,189.415
-207.514,139.742,189.412
-207.492,139.807,189.41
-207.47,139.872,189.408
-207.447,139.937,189.406
-207.425,140.002,189.404
-207.402,140.067,189.402
-207.379,140.132,189.4
-207.356,140.197,189.398
-207.333,140.262,189.396
-207.31,140.326,189.394
-207.287,140.391,189.392
-207.263,140.456,189.39
-207.24,140.521,189.388
-207.216,140.585,189.386
-207.192,140.65,189.384
-207.168,140.715,189.382
-207.144,140.779,189.38
-207.12,140.844,189.378
-207.096,140.908,189.376
-207.072,140.973,189.374
-207.047,141.037,189.372
-207.023,141.102,189.37
-206.998,141.166,189.368
-206.973,141.231,189.366
-206.948,141.295,189.364
-206.923,141.359,189.362
-206.898,141.424,189.36
-206.872,141.488,189.358
-206.847,141.552,189.356
-206.821,141.616,189.354
-206.795,141.68,189.352
-206.77,141.745,189.35
-206.744,141.809,189.348
-206.718,141.873,189.346
-206.691,141.937,189.344
-206.665,142.001,189.342
-206.639,142.065,189.34
-206.612,142.128,189.338
-206.586,142.192,189.336
-206.559,142.256,189.334
-206.532,142.32,189.332
-206.505,142.384,189.33
-206.478,142.447,189.328
-206.45,142.511,189.326
-206.423,142.575,189.324
-206.396,142.638,189.322
-206.368,142.702,189.32
-206.34,142.765,189.318
-206.312,142.829,189.317
-206.284,142.892,189.315
-206.256,142.955,189.313
-206.228,143.019,189.311
-206.2,143.082,189.309
-206.171,143.145,189.307
-206.143,143.209,189.305
-206.114,143.272,189.303
-206.085,143.335,189.301
-206.056,143.398,189.299
-206.027,143.461,189.297
-205.998,143.524,189.295
-205.969,143.587,189.292
-205.94,143.65,189.29
-205.91,143.713,189.288
-205.881,143.776,189.286
-205.851,143.839,189.284
-205.821,143.901,189.282
-205.791,143.964,189.28
-205.761,144.027,189.278
-205.731,144.089,189.276
-205.701,144.152,189.274
-205.67,144.214,189.272
-205.64,144.277,189.27
-205.609,144.339,189.268
-205.578,144.402,189.266
-205.547,144.464,189.264
-205.516,144.526,189.262
-205.485,144.589,189.26
-205.454,144.651,189.258
-205.423,144.713,189.256
-205.391,144.775,189.254
-205.359,144.837,189.252
-205.328,144.899,189.25
-205.296,144.961,189.248
-205.264,145.023,189.246
-205.232,145.085,189.244
-205.2,145.146,189.242
-205.167,145.208,189.24
-205.135,145.27,189.237
-205.102,145.331,189.235
-205.07,145.393,189.233
-205.037,145.455,189.231
-205.004,145.516,189.229
-204.971,145.577,189.227
-204.938,145.639,189.225
-204.905,145.7,189.223
-204.872,145.761,189.221
-204.838,145.822,189.219
-204.804,145.884,189.217
-204.771,145.945,189.215
-204.737,146.006,189.213
-204.703,146.067,189.211
-204.669,146.128,189.209
-204.635,146.188,189.207
-204.6,146.249,189.205
-204.566,146.31,189.203
-204.532,146.371,189.201
-204.497,146.431,189.199
-204.462,146.492,189.197
-204.427,146.553,189.195
-204.392,146.613,189.193
-204.357,146.674,189.191
-204.322,146.734,189.189
-204.287,146.794,189.187
-204.251,146.855,189.185
-204.216,146.915,189.183
-204.18,146.975,189.181
-204.144,147.035,189.179
-204.108,147.095,189.177
-204.072,147.155,189.174
-204.036,147.215,189.172
-204.0,147.275,189.17
-203.963,147.335,189.168
-203.927,147.395,189.166
-203.89,147.454,189.164
-203.854,147.514,189.162
-203.817,147.573,189.16
-203.78,147.633,189.158
-203.743,147.692,189.156
-203.705,147.752,189.154
-203.668,147.811,189.152
-203.63,147.87,189.15
-203.593,147.93,189.149
-203.555,147.989,189.147
-203.517,148.048,189.145
-203.479,148.107,189.143
-203.441,148.166,189.141
-203.403,148.225,189.139
-203.365,148.284,189.137
-203.327,148.342,189.135
-203.288,148.401,189.133
-203.249,148.46,189.131
-203.211,148.518,189.129
-203.172,148.577,189.127
-203.133,148.635,189.125
-203.094,148.694,189.123
-203.055,148.752,189.121
-203.016,148.81,189.119
-202.976,148.869,189.117
-202.937,148.927,189.115
-202.897,148.985,189.113
-202.858,149.043,189.111
-202.818,149.101,189.109
-202.778,149.159,189.107
-202.738,149.217,189.105
-202.698,149.274,189.103
-202.657,149.332,189.101
-202.617,149.39,189.099
-202.577,149.447,189.097
-202.536,149.505,189.095
-202.495,149.562,189.093
-202.454,149.62,189.091
-202.413,149.677,189.089
-202.372,149.734,189.087
-202.331,149.792,189.085
-202.29,149.849,189.084
-202.248,149.906,189.082
-202.207,149.963,189.08
-202.165,150.02,189.078
-202.123,150.077,189.076
-202.082,150.133,189.074
-202.04,150.19,189.072
-201.998,150.247,189.07
-201.955,150.303,189.068
-201.913,150.36,189.066
-201.871,150.417,189.064
-201.828,150.473,189.062
-201.785,150.529,189.061
-201.743,150.586,189.059
-201.7,150.642,189.057
-201.657,150.698,189.055
-201.614,150.754,189.053
-201.571,150.81,189.051
-201.527,150.866,189.049
-201.484,150.922,189.047
-201.44,150.978,189.045
-201.397,151.033,189.043
-201.353,151.089,189.042
-201.309,151.145,189.04
-201.265,151.2,189.038
-201.221,151.256,189.036
-201.177,151.311,189.034
-201.132,151.367,189.032
-201.088,151.422,189.03
-201.044,151.477,189.029
-200.999,151.532,189.027
-200.954,151.587,189.025
-200.909,151.642,189.023
-200.864,151.697,189.021
-200.819,151.752,189.019
-200.774,151.807,189.018
-200.729,151.862,189.016
-200.683,151.917,189.014
-200.638,151.971,189.012
-200.592,152.026,189.01
-200.547,152.08,189.008
-200.501,152.135,189.007
-200.455,152.189,189.005
-200.409,152.243,189.003
-200.363,152.298,189.001
-200.316,152.352,188.999
-200.27,152.406,188.998
-200.224,152.46,188.996
-200.177,152.514,188.994
-200.13,152.568,188.992
-200.084,152.622,188.99
-200.037,152.676,188.989
-199.99,152.729,188.987
-199.943,152.783,188.985
-199.896,152.837,188.983
-199.848,152.89,188.981
-199.801,152.944,188.979
-199.753,152.997,188.978
-199.706,153.05,188.976
-199.658,153.104,188.974
-199.61,153.157,188.972
-199.562,153.21,188.97
-199.514,153.263,188.969
-199.466,153.316,188.967
-199.418,153.369,188.965
-199.37,153.422,188.963
-199.321,153.475,188.962
-199.273,153.527,188.96
-199.224,153.58,188.958
-199.175,153.633,188.956
-199.127,153.685,188.954
-199.078,153.738,188.953
-199.029,153.79,188.951
-198.98,153.842,188.949
-198.93,153.895,188.947
-198.881,153.947,188.945
-198.832,153.999,188.944
-198.782,154.051,188.942
-198.733,154.103,188.94
-198.683,154.155,188.938
-198.633,154.207,188.936
-198.583,154.259,188.935
-198.533,154.311,188.933
-198.483,154.363,188.931
-198.433,154.414,188.929
-198.383,154.466,188.927
-198.332,154.518,188.925
-198.282,154.569,188.924
-198.231,154.62,188.922
-198.18,154.672,188.92
-198.129,154.723,188.918
-198.078,154.774,188.916
-198.027,154.825,188.915
-197.976,154.876,188.913
-197.925,154.927,188.911
-197.874,154.978,188.909
-197.822,155.029,188.908
-197.771,155.079,188.906
-197.719,155.13,188.904
-197.667,155.181,188.903
-197.616,155.231,188.901
-197.564,155.282,188.899
-197.512,155.332,188.898
-197.459,155.382,188.896
-197.407,155.432,188.894
-197.355,155.483,188.893
-197.302,155.533,188.891
-197.25,155.583,188.889
-197.197,155.633,188.888
-197.145,155.682,188.886
-197.092,155.732,188.884
-197.039,155.782,188.883
-196.986,155.832,188.881
-196.933,155.881,188.879
-196.88,155.931,188.878
-196.827,155.98,188.876
-196.773,156.029,188.874
-196.72,156.079,188.872
-196.666,156.128,188.871
-196.613,156.177,188.869
-196.559,156.226,188.867
-196.505,156.275,188.866
-196.451,156.324,188.864
-196.397,156.373,188.862
-196.343,156.422,188.861
-196.288,156.47,188.859
-196.234,156.519,188.858
-196.179,156.567,188.856
-196.125,156.616,188.855
-196.07,156.664,188.853
-196.015,156.712,188.852
-195.96,156.761,188.85
-195.905,156.809,188.849
-195.85,156.857,188.847
-195.795,156.905,188.846
-195.74,156.952,188.844
-195.684,157.0,188.843
-195.629,157.048,188.841
-195.573,157.096,188.84
-195.518,157.143,188.839
-195.462,157.191,188.837
-195.406,157.238,188.836
-195.35,157.285,188.834
-195.294,157.333,188.833
-195.238,157.38,188.832
-195.182,157.427,188.83
-195.126,157.474,188.829
-195.069,157.521,188.827
-195.013,157.568,188.826
-194.956,157.615,188.824
-194.9,157.661,188.823
-194.843,157.708,188.821
-194.786,157.755,188.82
-194.729,157.801,188.818
-194.672,157.848,188.817
-194.615,157.894,188.816
-194.558,157.94,188.814
-194.5,157.986,188.813
-194.443,158.032,188.811
-194.386,158.078,188.81
-194.328,158.124,188.809
-194.27,158.17,188.807
-194.213,158.216,188.806
-194.155,158.261,188.805
-194.097,158.307,188.803
-194.039,158.352,188.802
-193.981,158.398,188.801
-193.922,158.443,188.799
-193.864,158.488,188.798
-193.806,158.533,188.797
-193.747,158.578,188.795
-193.689,158.623,188.794
-193.63,158.668,188.793
-193.571,158.713,188.792
-193.512,158.758,188.79
-193.453,158.802,188.789
-193.394,158.847,188.788
-193.335,158.891,188.786
-193.276,158.936,188.785
-193.217,158.98,188.784
-193.158,159.024,188.782
-193.098,159.068,188.781
-193.039,159.112,188.78
-192.979,159.156,188.778
-192.919,159.2,188.777
-192.86,159.244,188.775
-192.8,159.288,188.774
-192.74,159.331,188.773
-192.68,159.375,188.772
-192.62,159.418,188.77
-192.559,159.461,188.769
-192.499,159.505,188.768
-192.438,159.548,188.766
-192.378,159.591,188.765
-192.317,159.634,188.764
-192.256,159.676,188.763
-192.196,159.719,188.762
-192.135,159.762,188.76
-192.074,159.804,188.759
-192.013,159.847,188.758
-191.952,159.889,188.757
-191.89,159.931,188.756
-191.829,159.974,188.755
-191.768,160.016,188.753
-191.706,160.058,188.752
-191.645,160.1,188.751
-191.583,160.142,188.75
-191.521,160.183,188.749
-191.459,160.225,188.747
-191.397,160.266,188.746
-191.335,160.308,188.745
-191.273,160.349,188.744
-191.211,160.39,188.743
-191.149,160.432,188.741
-191.087,160.473,188.74
-191.024,160.514,188.739
-190.962,160.555,188.738
-190.899,160.595,188.737
-190.837,160.636,188.735
-190.774,160.677,188.734
-190.711,160.717,188.733
-190.649,160.758,188.732
-190.586,160.798,188.731
-190.523,160.838,188.729
-190.46,160.878,188.728
-190.396,160.918,188.727
-190.333,160.958,188.726
-190.27,160.998,188.725
-190.206,161.038,188.723
-190.143,161.077,188.722
-190.079,161.117,188.721
-190.016,161.156,188.72
-189.952,161.196,188.718
-189.888,161.235,188.717
-189.824,161.274,188.716
-189.76,161.313,188.715
-189.696,161.352,188.713
-189.632,161.391,188.712
-189.568,161.43,188.711
-189.504,161.469,188.71
-189.44,161.507,188.708
-189.375,161.546,188.707
-189.311,161.584,188.706
-189.246,161.622,188.704
-189.181,161.661,188.703
-189.117,161.699,188.702
-189.052,161.737,188.701
-188.987,161.774,188.699
-188.922,161.812,188.698
-188.857,161.85,188.697
-188.792,161.887,188.696
-188.727,161.925,188.695
-188.661,161.962,188.693
-188.596,161.999,188.692
-188.531,162.036,188.691
-188.465,162.073,188.69
-188.399,162.11,188.688
-188.334,162.147,188.687
-188.268,162.184,188.686
-188.202,162.221,188.685
-188.136,162.257,188.683
-188.07,162.293,188.682
-188.004,162.33,188.681
-187.938,162.366,188.68
-187.872,162.402,188.678
-187.806,162.438,188.677
-187.739,162.474,188.676
-187.673,162.51,188.675
-187.607,162.545,188.674
-187.54,162.581,188.672
-187.473,162.616,188.671
-187.407,162.651,188.67
-187.34,162.687,188.669
-187.273,162.722,188.667
-187.206,162.757,188.666
-187.139,162.792,188.665
-187.072,162.826,188.664
-187.005,162.861,188.662
-186.938,162.896,188.661
-186.87,162.93,188.66
-186.803,162.964,188.659
-186.735,162.998,188.658
-186.668,163.033,188.656
-186.6,163.066,188.655
-186.533,163.1,188.654
-186.465,163.134,188.653
-186.397,163.168,188.652
-186.329,163.201,188.65
-186.261,163.235,188.649
-186.193,163.268,188.648
-186.125,163.301,188.647
-186.057,163.334,188.646
-185.989,163.367,188.644
-185.92,163.4,188.643
-185.852,163.433,188.642
-185.784,163.466,188.641
-185.715,163.498,188.639
-185.646,163.531,188.638
-185.578,163.563,188.637
-185.509,163.595,188.636
-185.44,163.627,188.635
-185.371,163.659,188.633
-185.303,163.691,188.632
-185.234,163.723,188.631
-185.164,163.755,188.63
-185.095,163.786,188.629
-185.026,163.817,188.627
-184.957,163.849,188.626
-184.888,163.88,188.625
-184.818,163.911,188.624
-184.749,163.942,188.623
-184.679,163.973,188.621
-184.61,164.003,188.62
-184.54,164.034,188.619
-184.47,164.064,188.618
-184.4,164.095,188.617
-184.33,164.125,188.615
-184.261,164.155,188.614
-184.191,164.185,188.613
-184.121,164.215,188.612
-184.05,164.245,188.611
-183.98,164.274,188.61
-183.91,164.304,188.608
-183.84,164.333,188.607
-183.769,164.362,188.606
-183.699,164.392,188.605
-183.629,164.421,188.604
-183.558,164.449,188.603
-183.488,164.478,188.601
-183.417,164.507,188.6
-183.346,164.536,188.599
-183.275,164.564,188.598
-183.205,164.592,188.597
-183.134,164.621,188.596
-183.063,164.649,188.594
-182.992,164.677,188.593
-182.921,164.704,188.592
-182.849,164.732,188.591
-182.778,164.76,188.59
-182.707,164.787,188.589
-182.636,164.815,188.587
-182.564,164.842,188.586
-182.493,164.869,188.585
-182.421,164.896,188.584
-182.35,164.923,188.583
-182.278,164.95,188.582
-182.206,164.976,188.581
-182.134,165.003,188.58
-182.062,165.029,188.578
-181.991,165.055,188.577
-181.919,165.081,188.576
-181.847,165.107,188.575
-181.775,165.133,188.574
-181.702,165.159,188.573
-181.63,165.185,188.572
-181.558,165.21,188.571
-181.486,165.235,188.57
-181.413,165.261,188.569
-181.341,165.286,188.568
-181.268,165.311,188.567
-181.196,165.335,188.566
-181.123,165.36,188.565
-181.05,165.385,188.564
-180.978,165.409,188.563
-180.905,165.434,188.562
-180.832,165.458,188.561
-180.759,165.482,188.559
-180.686,165.506,188.558
-180.613,165.53,188.557
-180.54,165.554,188.556
-180.467,165.577,188.555
-180.394,165.601,188.554
-180.321,165.624,188.553
-180.248,165.647,188.552
-180.174,165.67,188.551
-180.101,165.693,188.55
-180.028,165.716,188.549
-179.954,165.739,188.548
-179.881,165.762,188.547
-179.807,165.784,188.546
-179.734,165.807,188.545
-179.66,165.829,188.544
-179.586,165.851,188.543
-179.513,165.873,188.542
-179.439,165.895,188.541
-179.365,165.917,188.54
-179.291,165.938,188.539
-179.217,165.96,188.538
-179.143,165.981,188.536
-179.069,166.003,188.535
-178.995,166.024,188.534
-178.921,166.045,188.533
-178.847,166.066,188.532
-178.772,166.087,188.531
-178.698,166.107,188.53
-178.624,166.128,188.529
-178.549,166.148,188.528
-178.475,166.168,188.527
-178.4,166.189,188.526
-178.326,166.209,188.525
-178.251,166.229,188.524
-178.177,166.248,188.523
-178.102,166.268,188.522
-178.027,166.288,188.521
-177.953,166.307,188.52
-177.878,166.326,188.519
-177.803,166.345,188.518
-177.728,166.364,188.517
-177.653,166.383,188.515
-177.578,166.402,188.514
-177.503,166.421,188.513
-177.428,166.439,188.512
-177.353,166.458,188.511
-177.278,166.476,188.51
-177.203,166.494,188.509
-177.127,166.512,188.508
-177.052,166.53,188.507
-176.977,166.548,188.506
-176.901,166.566,188.505
-176.826,166.584,188.504
-176.75,166.601,188.503
-176.675,166.618,188.501
-176.599,166.636,188.5
-176.524,166.653,188.499
-176.448,166.67,188.498
-176.372,166.686,188.497
-176.297,166.703,188.496
-176.221,166.72,188.495
-176.145,166.736,188.494
-176.069,166.752,188.493
-175.993,166.769,188.492
-175.917,166.785,188.49
-175.841,166.801,188.489
-175.765,166.816,188.488
-175.689,166.832,188.487
-175.613,166.848,188.486
-175.537,166.863,188.485
-175.461,166.878,188.484
-175.385,166.894,188.483
-175.308,166.909,188.482
-175.232,166.924,188.48
-175.156,166.939,188.479
-175.079,166.953,188.478
-175.003,166.968,188.477
-174.927,166.982,188.476
-174.85,166.997,188.475
-174.774,167.011,188.474
-174.697,167.025,188.472
-174.62,167.039,188.471
-174.544,167.053,188.47
-174.467,167.067,188.469
-174.39,167.08,188.468
-174.314,167.094,188.467
-174.237,167.107,188.465
-174.16,167.121,188.464
-174.083,167.134,188.463
-174.006,167.147,188.462
-173.929,167.16,188.461
-173.852,167.172,188.459
-173.775,167.185,188.458
-173.698,167.197,188.457
-173.621,167.21,188.456
-173.544,167.222,188.455
-173.467,167.234,188.453
-173.39,167.246,188.452
-173.313,167.258,188.451
-173.235,167.27,188.45
-173.158,167.281,188.449
-173.081,167.293,188.447
-173.003,167.304,188.446
-172.926,167.315,188.445
-172.849,167.326,188.444
-172.771,167.337,188.442
-172.694,167.348,188.441
-172.616,167.359,188.44
-172.539,167.37,188.439
-172.461,167.38,188.438
-172.384,167.391,188.436
-172.306,167.401,188.435
-172.228,167.411,188.434
-172.151,167.421,188.433
-172.073,167.431,188.431
-171.995,167.441,188.43
-171.917,167.451,188.429
-171.84,167.46,188.427
-171.762,167.47,188.426
-171.684,167.479,188.425
-171.606,167.489,188.423
